DEPT_CD,AGENCY,MEASURE_ID,MEASURE_NAME,KEY_PERFORMANCE,DIV_CD,PROGRAM_NAME,GP_CD,ACTIVITY_NAME,MEASURE_TYPE_NAME,DATA_SOURCE,FREQUENCY_NAME,CFY
CTM,5600,1303,Number of installations and removals completed,0,1WIR,Wireless Communication Services,2WIP,Wireless Infrastructure & Public Safety,Output,Equipment Focus report,Annually,2016
CTM,5600,1311,Percent of total inventory cost due to shrinkage,0,1WIR,Wireless Communication Services,2WIP,Wireless Infrastructure & Public Safety,Result,Controller's Office/WCSD - Equipment Focus runs inventory report along with a pre- and post- inventory counts.  Controller's Office runs official reporting after period 13.,Annually,2016
DSD,5300,3577,Number of building inspections performed citywide,0,1SSP,One Stop Shop,6BDI,Building Inspection,Output,"AMANDA, and DSD's internal excel data base",Monthly,2016
DSD,5300,3582,Number of fire technical inspections,0,1SSP,One Stop Shop,6BDI,Building Inspection,Output,AMANDA,Monthly,2016
DSD,5300,3578,Percent of building inspections performed within 24 hours of request,1,1SSP,One Stop Shop,6BDI,Building Inspection,Result,"AMANDA, and DSD's internal excel data base",Monthly,2016
DSD,5300,3585,Percent of on-time commercial zoning reviews,0,1SSP,One Stop Shop,6CBP,Commercial Building Plan Review,Result,AMANDA,Monthly,2016
DSD,5300,3588,Number of new commercial construction applications reviewed,0,1SSP,One Stop Shop,6CBP,Commercial Building Plan Review,Output,AMANDA,Monthly,2016
DSD,5300,3583,Percent of initial commercial building plan reviews completed within Land Development Code mandated time of 21 days,1,1SSP,One Stop Shop,6CBP,Commercial Building Plan Review,Result,AMANDA,Monthly,2016
DSD,5300,3593,Number of Corrections,0,1SSP,One Stop Shop,6DAC,Development Assistance Center,Output,Internal log,Monthly,2016
DSD,5300,3594,Number of exemptions,0,1SSP,One Stop Shop,6DAC,Development Assistance Center,Output,Internal log,Monthly,2016
DSD,5300,3590,Customer Wait Time (in minutes),0,1SSP,One Stop Shop,6DAC,Development Assistance Center,Result,Customer Wait Time Database,Monthly,2016
DSD,5300,3591,Number of customers served,0,1SSP,One Stop Shop,6DAC,Development Assistance Center,Output,Customer Wait Time Database,Monthly,2016
DSD,5300,3592,Number of documents reproduced and distributed,0,1SSP,One Stop Shop,6DAC,Development Assistance Center,Output,Internal Log,Monthly,2016
DSD,5300,3604,Number of applications submitted for review,0,1SSP,One Stop Shop,6LUR,Land Use Review,Output,AMANDA & Internal logs,Monthly,2016
DSD,5300,3596,Number of BSZ Operating Permits Issued,0,1SSP,One Stop Shop,6LUR,Land Use Review,Output,Internal database,Monthly,2016
DSD,5300,3603,Number of completeness check submittals,0,1SSP,One Stop Shop,6LUR,Land Use Review,Output,AMANDA & Internal logs,Monthly,2016
DSD,5300,3597,Number of UST HAZMAT Permits Issued,0,1SSP,One Stop Shop,6LUR,Land Use Review,Output,Internal log,Monthly,2016
DSD,5300,8494,External review partner percent of on-time subdivision and site plan initial review,0,1SSP,One Stop Shop,6LUR,Land Use Review,Result,AMANDA,Quarterly,2016
DSD,5300,8493,Internal percent of on-time subdivision and site plan initial reviews,0,1SSP,One Stop Shop,6LUR,Land Use Review,Result,AMANDA,Quarterly,2016
DSD,5300,7330,Number of permits issued,0,1SSP,One Stop Shop,6LUR,Land Use Review,Output,,Monthly,2016
DSD,5300,3605,Number of total applications reviewed,0,1SSP,One Stop Shop,6LUR,Land Use Review,Output,"AMANDA, and DSD's internal logs/databases",Monthly,2016
DSD,5300,3599,Percent of on-time subdivision and site plan initial reviews,0,1SSP,One Stop Shop,6LUR,Land Use Review,Result,PIER,Monthly,2016
DSD,5300,3608,Customer Wait per visit (in minutes),0,1SSP,One Stop Shop,6PRC,Permit Center,Result,Customer wait time database,Monthly,2016
DSD,5300,3609,Number of permits issued,0,1SSP,One Stop Shop,6PRC,Permit Center,Output,"AMANDA, Permit Center Activity Summary Reports, Liquor License Approved Applications, PDR G:drive 
",Monthly,2016
DSD,5300,3607,Number of walk-in customers served,0,1SSP,One Stop Shop,6PRC,Permit Center,Output,Customer wait time database,Monthly,2016
DSD,5300,3643,Number of Residential Design Compatibility Commission cases processed,0,1SSP,One Stop Shop,6ZRW,Residential Review,Output,Internal log,Monthly,2016
DSD,5300,3648,Cycle time for new residential zoning reviews (in days),0,1SSP,One Stop Shop,6ZRW,Residential Review,Result,AMANDA,Monthly,2016
DSD,5300,3646,Number of new residential applications reviewed,0,1SSP,One Stop Shop,6ZRW,Residential Review,Output,AMANDA,Monthly,2016
DSD,5300,3649,Number of total applications reviewed,0,1SSP,One Stop Shop,6ZRW,Residential Review,Output,AMANDA & Internal logs,Monthly,2016
DSD,5300,3647,Percent of on-time initial new residential zoning reviews,1,1SSP,One Stop Shop,6ZRW,Residential Review,Result,PIER,Monthly,2016
DSD,5300,3630,Average number of Commercial environmental inspections per employee per day,0,1SSP,One Stop Shop,6SCI,Site/Subdivision Inspection,Result,Environmental Inspection report,Monthly,2016
DSD,5300,3631,Average number of Residential environmental inspections per employee per day,0,1SSP,One Stop Shop,6SCI,Site/Subdivision Inspection,Result,Environmental Inspection report,Monthly,2016
DSD,5300,3625,Number of active site & subdivision projects inspected,0,1SSP,One Stop Shop,6SCI,Site/Subdivision Inspection,Output,ECID report from Public Works,Monthly,2016
DSD,5300,3634,Number of landscape inspections,0,1SSP,One Stop Shop,6SCI,Site/Subdivision Inspection,Output,,Monthly,2016
DSD,5300,8490,"% of under 5,000 competitive procurement awards to certified MBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM). The Purchasing Office calculates this information on a quarterly basis and reports to the departments. For more information, contact the Purchasing Office.",Quarterly,2016
DSD,5300,8489,Number of employee injuries,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,Includes all lost time injuries as well as all medical only injuries (where an employee visited the doctor for the injury) that did not qualify as lost time. Numbers are taken from the David System (Workers' Compensation Database). The FREQUENCY ANALYSIS REPORT is run approximately three weeks after the last pay period of the reporting month. The Human Resources Department calculates the information and reports to the departments.,Monthly,2016
DSD,5300,8486,Lost Time Injury Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Injury data is generated from entries made by department personnel into a claims database provided by the City's third party administrator (currently known as the "David System"). Actual hours worked is from the productive/overtime report generated by Banner, the City's human resource information system.",Monthly,2016
DSD,5300,8487,Sick Leave Utilization Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,"Entries made by department personnel into Banner, the City's Human Resources Information System.",Monthly,2016
DSD,5300,8485,Turnover Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Entries made by department personnel into Banner, the City's Human Resources Information System.",Quarterly,2016
EGRS,5500,8168,Number of customers who received assistance on creative sector projects,0,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Output,Excel spreadsheet tracking number of customers,Annually,2016
EGRS,5500,1323,Number of public events,0,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Output,Excel spreadsheet tracking audience served,Annually,2016
EGRS,5500,1322,Percentage of workshop participants who report that it met its stated objective,0,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Result,Survey results collected in hard copy and then compiled in an Excel spreadsheet,Annually,2016
EGRS,5500,1324,Total audience served through public events,0,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Result,Excel spreadsheet tracking audience served,Annually,2016
EGRS,5500,8166,Number of contracts with arts professionals and arts organizations,1,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Output,"All contracts with arts professional and arts organizations, including Cultural Funding, Art in Public Places, and Cultural Arts Division events tracked via excel spreadsheet",Annually,2016
EGRS,5500,7115,Number of Public Art Collection Pieces repaired and/or restored,0,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Output,Excel spreadsheet tracking artwork repairs,Annually,2016
EGRS,5500,7661,Total amount of cultural funding requested,0,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Output,Cultural Arts Fund applications,Annually,2016
EGRS,5500,1329,Total amount of funding awarded to cultural contracts,0,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Efficiency,AFS2,Annually,2016
EGRS,5500,1330,Total audience members served through cultural and music contracts,0,2CUL,Cultural Arts and Contracts,2CDS,Cultural Development and Contracting Services,Result,Audience reports received from cultural contractors and compiled in an excel spreadsheet,Annually,2016
EGRS,5500,8258,Cost per person trained in workforce development,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Efficiency,Workforce development contracts,Annually,2016
EGRS,5500,7896,Economic impact of international program visitors,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,International division tracking of foreign visitros,Annually,2016
EGRS,5500,1356,Economic impact of Sister Cities visitors to Austin,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Result,Annual report submitted by each sister city committee,Annually,2016
EGRS,5500,8259,Number of activities for department outreach and local participation,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Efficiency,"Sum of activities in which division staff participated to promote the work of the division and department, while also developing the relationship with businesses or external partners",Annually,2016
EGRS,5500,7745,Number of business beginning to export or increasing their exports,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,Department Data from surveys of the businesses owners that have taken international classes.,Annually,2016
EGRS,5500,8260,Number of business-to-business meetings facilitated,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,Number of meetigns the departments facilities between companies doing business,Annually,2016
EGRS,5500,7116,Number of business-to-business meetings facilitated by the International Program,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,Number of meetings the departments facilitates between companies doing business internationally.,Annually,2016
EGRS,5500,6553,Number of Contracts Managed,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,Sum of contracts managed by Global Business Division,Quarterly,2016
EGRS,5500,1340,Number of economic development agreements negotiated,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,"Incentive packages, tax records and number of employees added by major employers",Annually,2016
EGRS,5500,1332,Number of economic development inquiries received,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Demand,"Sum inquired from Council Members Offices, Mayors Office, and the General Public.",Annually,2016
EGRS,5500,1354,Number of international inquires received,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Demand,"Inquired from the general public, external partners and businesses engaged or exploring international activity.",Annually,2016
EGRS,5500,1360,Number of recognized Sister Cities,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,Approved resolution by Council.,Annually,2016
EGRS,5500,8257,Number of recruitment projects evaluated and managed,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,"This measure reports the number of projects that are evaluated to determine resource coordination for the creation of jobs, investment, and generation of tax revenues in the City of Austin.",Annually,2016
EGRS,5500,1355,Percentage of inquiries that lead to formal international visits,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Result,"Percentage of sum inquired from the general public, external partners and businesses engaged or exploring international activity.",Annually,2016
EGRS,5500,1334,Dollar amount of investment created through economic development efforts,0,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Result,Agreements,Annually,2016
EGRS,5500,1359,"Number of Austinites attending international events, networking and seminars which create opportunities for international businesses
",1,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,Reports from staff and partner organizations,Annually,2016
EGRS,5500,1337,Number of new jobs created with public private initiatives,1,2GIS,Global Business Recruitment and Expansion,2DRV,Global Business Recruitment and Expansion,Output,"Jobs created for Chapter 380 agreements, the Small Business Program, and the Texas Enterprise program.",Annually,2016
EGRS,5500,8171,"Number of community engagement agreements made by the Music
& Entertainment Division",0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,Partner contracts,Annually,2016
EGRS,5500,8170,Number of Music & Entertainment Division public-private partnerships,0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,Contacts executed,Annually,2016
EGRS,5500,7892,"Number of programs and initiatives managed by Music & 
Entertainment
",0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,Event Scheduled by the Music Division,Annually,2016
EGRS,5500,7894,Number of Sound Complaints Investigated,0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,311 call center data,Annually,2016
EGRS,5500,7328,Total audience served through Music & Entertainment programs,0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,Department records,Annually,2016
EGRS,5500,7893,"Total number of applicants served through the temporary event
sound permitting process",0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,Permit applications received by the division.,Annually,2016
EGRS,5500,7616,Number of  sound impact evaluations completed,0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,Staff reports,Annually,2016
EGRS,5500,8169,Total audience served through public-private partnerships,0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,Music Events and Outreach initiatives,Annually,2016
EGRS,5500,8273,Total number of applicants served through the annual outdoor music venue permitting process,0,2MUS,Music and Entertainment Division,2MSD,Music and Entertainment,Output,Applications processed through office for outdoor music venue permits,Annually,2016
EGRS,5500,1343,Activity cost for Commission staffing,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Efficiency,Dept. records,Annually,2016
EGRS,5500,1350,Activity cost per number of projects managed,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Efficiency,Department information and AFS2,Quarterly,2016
EGRS,5500,1346,Number of Commission staffing hours,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Output,Dept. records,Annually,2016
EGRS,5500,1352,Number of special projects completed,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Output,Dept. records,Annually,2016
EGRS,5500,1345,Number of specialty maps developed/modified,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Output,Dept. records,Annually,2016
EGRS,5500,1344,Percent increase of residential units downtown,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Result,"Emerging Projects Map, Downtown Report and Department information",Annually,2016
EGRS,5500,1342,Amount of new retail square footage added downtown,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Output,Downtown Emerging Projects Database (AMANDA database).,Annually,2016
EGRS,5500,8276,Number of businesses engaged through a commercial stabilization program,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Output,The number of business assisted that belong to a business association,Annually,2016
EGRS,5500,8277,Number of new merchant associations formed from the commercial revitalization program Soul-y Austin,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Demand,Staff tracks the number of commercial districts actively engaged.,Quarterly,2016
EGRS,5500,1341,Number of new residential units downtown,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Output,,Annually,2016
EGRS,5500,1349,Number of projects managed,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Output,,Annually,2016
EGRS,5500,1347,Percent increase in property tax valuation in downtown public improvement district,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Result,Total assessed value is provided by the Controller's Office.,Annually,2016
EGRS,5500,1351,Percentage of agreed-upon performance standards achieved by project developers,0,2RDS,Redevelopment,2PJD,Redevelopment Services,Result,"Department information, project benchmarks and SSPRs",Annually,2016
EGRS,5500,8177,Number of new businesses started by Small Business Program customers,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Customer survey,Annually,2016
EGRS,5500,8176,Number of new jobs created by Small Business Program customers,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Customer surveys,Annually,2016
EGRS,5500,1386,Number of referrals made to Development Information Resources,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,The Contact Management System database and the total number of referrals.,Annually,2016
EGRS,5500,8173,Number of Small Business Program customers entering a new market,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Surveys from cusomters served through SBDP services,Annually,2016
EGRS,5500,8174,"Number of Small Business Program customers increasing technology, equipment or facilities",0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Survey of business owners services by SBDP programs,Annually,2016
EGRS,5500,8175,Number of small business training hours delivered by the Small Business Program,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,SBDP class roster and contractors class hours,Annually,2016
EGRS,5500,7240,Number of unique customers referred to small business service,0,7BDS,Small Business Program,7PAE,Small Business Program,Demand,Department records,Annually,2016
EGRS,5500,1387,Percentage of customers satisfied with assistance received from Development Information Resource services,0,7BDS,Small Business Program,7PAE,Small Business Program,Result,Surveys are emailed quarterly to clients that have received BizOpen services.,Annually,2016
EGRS,5500,8178,Percentage of customers satisfied with Small Business Program services,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Cusomter survey,Annually,2016
EGRS,5500,1380,Number of business development technical assistance hours delivered,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Hours submitted by staff and the contractor.,Annually,2016
EGRS,5500,1373,Number of customer visits to the Business Solutions Center,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Collected in the Contact Management System database by BSC staff as the customers sign in.,Annually,2016
EGRS,5500,7926,Number of jobs created as a result of Family Business Loans,1,7BDS,Small Business Program,7PAE,Small Business Program,Result,Approved Loans.,Annually,2016
EGRS,5500,1362,Number of participants attending business information events,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Performance data is recorded in SBP's Outreach Spreadsheet.,Annually,2016
EGRS,5500,1363,Number of presentations made to business and civic groups,0,7BDS,Small Business Program,7PAE,Small Business Program,Output,Small Business Program Outreach Team,Annually,2016
EGRS,5500,1392,"% of under 5,000 competitive procurement awards to certified MBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM). The Purchasing Office calculates this information on a quarterly basis and reports to the departments. For more information, contact Helen Lee in the Purchasing Office.",Quarterly,2016
EGRS,5500,1393,"% of under 5,000 competitive procurement awards to certified WBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM). The Purchasing Office calculates this information on a quarterly basis and reports to the departments. For more information, contact Helen Lee in the Purchasing Office.",Quarterly,2016
EGRS,5500,7325,Number of employee injuries,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,Department human resource records,Annually,2016
EGRS,5500,1389,Employee Turnover Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,The Human Resources Department provides the information to each department (Tommy Tucker).Data derived from Banner.Temporary employees are excluded from the calculation. Inter-departmental transfers are included.,Quarterly,2016
EGRS,5500,7326,Lost Time Injury Rate Per the Equivalent of 100 Employees,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,Department human resource records,Annually,2016
EGRS,5500,1391,"Sick leave hours used per 1,000 hours",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,The Human Resources Department submits this information to each department (Tommy Tucker).Sick leave hours and number of scheduled hours are taken from BANNER.,Monthly,2016
EMS,9300,1445,Average bill processing time,0,5BSV,Billing Services,5BLS,Billing Services,Result,EMS Billing system,Monthly,2016
EMS,9300,7925,Days in Accounts Receivable (formally Days Sales Outstanding),0,5BSV,Billing Services,5BLS,Billing Services,Output,EMS billing system,Monthly,2016
EMS,9300,1443,Number of Patients Billed,0,5BSV,Billing Services,5BLS,Billing Services,Output,Billing system maintained by EMS; standard trip count report,Monthly,2016
EMS,9300,8033,Revenue Collected Per Patient Transport,0,5BSV,Billing Services,5BLS,Billing Services,Result,EMS billing system,Quarterly,2016
EMS,9300,1427,"Number of students successfully completing training (CPR, AED, First Aid, and Instructor) through courses taught directly by the Austin-Travis County EMS Regional Training Center",0,6CDE,Community Relations and Injury Prevention,3CPE,Community Relations and Injury Prevention,Output,CPR staff logs,Quarterly,2016
EMS,9300,1428,"Number of students successfully completing training (CPR, AED, First Aid, and Instructor) under the auspices of the Austin-Travis County EMS Regional Training Center",0,6CDE,Community Relations and Injury Prevention,3CPE,Community Relations and Injury Prevention,Output,CPR staff logs,Quarterly,2016
EMS,9300,6805,Number of child safety seat events aided by ATCEMS,0,6CDE,Community Relations and Injury Prevention,3CPE,Community Relations and Injury Prevention,Output,,Quarterly,2016
EMS,9300,6807,Number of people reached with ATCEMS public education programs,0,6CDE,Community Relations and Injury Prevention,3CPE,Community Relations and Injury Prevention,Result,,Quarterly,2016
EMS,9300,1400,EMS Communications Center average call processing time (in seconds),1,3COS,Emergency Communications,3CMN,Emergency Communications,Result,CAD,Quarterly,2016
EMS,9300,1404,Number of 911 calls received,0,3COS,Emergency Communications,3CMN,Emergency Communications,Output,9-1-1 Server,Monthly,2016
EMS,9300,1401,Percent of calls answered by EMS Communications in less than 10 seconds,0,3COS,Emergency Communications,3CMN,Emergency Communications,Result,9-1-1 Server,Quarterly,2016
EMS,9300,8325,Percentage of employees completing annual assessment,0,4ESW,Employee Development and Wellness,4WEL,Employee Wellness,Result,Wellness Center patient records. The data is collected by attendance records at the Wellness Center.,Annually,2016
EMS,9300,8326,Percentage of employees with annual TB test completed,0,4ESW,Employee Development and Wellness,4WEL,Employee Wellness,Result,STDH Occupational Health records. The data is collected by STDH Occupational Health services and provided to EMS.,Annually,2016
EMS,9300,8230,Average number of Continuing Education hours completed per uniformed staff,0,4ESW,Employee Development and Wellness,4ACA,Staff Development,Result,Professiona Pracice Standards database,Annually,2016
EMS,9300,1426,Number of cadets graduating from the academy,0,4ESW,Employee Development and Wellness,4ACA,Staff Development,Output,Academy staff records,Annually,2016
EMS,9300,8039,"Contact high-risk, vulnerable and frequent-user patients within 24-hours from receiving a referral",0,3PST,Operations,3FLD,Emergency Field Operations,Result,,Quarterly,2016
EMS,9300,1412,Number of incidents,0,3PST,Operations,3FLD,Emergency Field Operations,Demand,Computer-aided dispatch system (CAD),Monthly,2016
EMS,9300,1407,Number of patient transports,0,3PST,Operations,3FLD,Emergency Field Operations,Output,EMS Patient billing database,Monthly,2016
EMS,9300,8233,Percent of patients exhibiting signs of a CVA (stroke) that receive a blood glucose test,0,3PST,Operations,3FLD,Emergency Field Operations,Result,Electronic Patient Care Record,Quarterly,2016
EMS,9300,8232,Percent of patients exhibiting signs of a STEMI (Heart Attack) that receive Aspirin,0,3PST,Operations,3FLD,Emergency Field Operations,Result,Electronic Patient Care Record,Quarterly,2016
EMS,9300,8228,Percent of priority one through five calls responded to on time within the city of Austin and Travis County,0,3PST,Operations,3FLD,Emergency Field Operations,Result,City Computer-Aided Dispatch System (CAD),Quarterly,2016
EMS,9300,6809,Total unit hours for special events,0,3PST,Operations,3FLD,Emergency Field Operations,Output,Special events unit,Quarterly,2016
EMS,9300,1405,Percent of potentially life-threatening calls (priority 1) responded to within 9 minutes and 59 seconds within the city of Austin,1,3PST,Operations,3FLD,Emergency Field Operations,Result,Computer-aided dispatch system (CAD),Quarterly,2016
EMS,9300,8229,Percent of priority 1 through 5 calls responded to on time within the city of Austin,1,3PST,Operations,3FLD,Emergency Field Operations,Result,City Computer-Aided Dispatch System (CAD),Quarterly,2016
EMS,9300,8235,Percent reduction of EMS transport to hospitals of enrolled CHP Clients,1,3PST,Operations,3FLD,Emergency Field Operations,Result,COGNOS - Revised Expanded Patient Contact Data,Quarterly,2016
EMS,9300,1406,Total number of EMS responses (units dispatched),0,3PST,Operations,3FLD,Emergency Field Operations,Output,Computer aided dispatch (CAD) system,Monthly,2016
EMS,9300,8226,Number of vehicle collisions,0,4TED,Safety and Performance Improvement,4QAS,Safety and Performance Management,Output,RMS,Quarterly,2016
EMS,9300,1431,Medical Priority Dispatch Protocol Compliance,1,4TED,Safety and Performance Improvement,4QAS,Safety and Performance Management,Result,Aqua database - may come from RMS in the future,Quarterly,2016
EMS,9300,1467,Number of employee injuries,0,4TED,Safety and Performance Improvement,4QAS,Safety and Performance Management,Output,Includes all lost time injuries as well as all medical only injuries (where an employee visited the doctor for the injury) that did not qualify as lost time.Numbers are taken from the David System (Workers' Compensation Database). The FREQUENCY ANALYSIS REPORT is run approximately three weeks after the last pay period of the reporting month. The Human Resources Department calculates the information and reports to the departments.,Monthly,2016
EMS,9300,8227,Number of lost-time employee injury while on duty,0,4TED,Safety and Performance Improvement,4QAS,Safety and Performance Management,Output,,Quarterly,2016
EMS,9300,1448,Percent of patients in cardiac arrest from cardiac causes delivered to an appropriate medical facility with a return of circulation,1,4TED,Safety and Performance Improvement,4QAS,Safety and Performance Management,Result,EMS run forms reviewed by Quality Assurance activity staff,Quarterly,2016
EMS,9300,1461,"% of under 5,000 competitive procurement awards to certified MBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM).The Purchasing Office calculates this information on a quarterly basis and reports to the departments.",Quarterly,2016
EMS,9300,1464,"% of under 5,000 competitive procurement awards to certified WBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM).The Purchasing Office calculates this information on a quarterly basis and reports to the departments.",Quarterly,2016
EMS,9300,1454,Employee Turnover Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Entries made by department personnel into Banner, the City's Human Resources Information System.",Quarterly,2016
EMS,9300,1468,Lost Time Injury Rate Per the Equivalent of 100 Employees,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Injury data is generated from entries made by department personnel into a claims database provided by the City's third party administrator (currently known as the "David System"). Actual hours worked is from the productive/overtime report generated by Banner, the City's human resource information system. 

",Monthly,2016
EMS,9300,8231,Percentage of patients who are satisfied or very satisfied with EMS customer service,1,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Austin-Travis County EMS conducts customer call back surveys on a regular basis, reaching out to those patients who were transported via ambulance to the hospital. The survey focuses on a customer satisfaction rating of 1 to 5, with 5 being the highest level of satisfaction possible. Customers who were transported are called within 72 hours after transport and given the opportunity to let us know how satisfied they are with the care they received during transpor",Monthly,2016
EMS,9300,1456,"Sick leave hours used per 1,000 hours",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Entries made by department personnel into Banner, the City's Human Resources Information System.",Monthly,2016
EMS,9300,8270,Percent of sworn staff attending safety training,0,,,,,Output,safety unit,Annually,2016
FIRE,8300,1546,Actual number of inspections performed,0,4PRV,Emergency Prevention,4PLN,Engineering and Inspection Services,Output,"(1) For inspections by Operations personnel, RMS Number of Inspections by Date query where Assignee not = Fire Prevention(2) For inspections by Prevention personnel, Scheduler.mdb database Inspections query",Quarterly,2016
FIRE,8300,1549,Commercial/industrial fire risk indicator in Austin (annualized),0,4PRV,Emergency Prevention,4PLN,Engineering and Inspection Services,Result,"RMS query Carl's Commercial Property Fire, City demographer population forecast, & Consumer Price Index.  Commerical/industrial fires are identified as structure fires (incident types 111 through 118) in property uses that are not residential.   Service area population is defined as the most recent forecast by Austin City Demographer for April of the current fiscal year for the Austin full-purpose population, plus an estimate of Sunset Valley population based on the 2000 Census.",Quarterly,2016
FIRE,8300,7858,Number of fire technical inspections,1,4PRV,Emergency Prevention,4PLN,Engineering and Inspection Services,Output,"A Records Management System (RMS) report is generated selecting Inspection Type equal to ""Technical Inspection"".",Monthly,2016
FIRE,8300,8030,Number of maintenance inspections,0,4PRV,Emergency Prevention,4PLN,Engineering and Inspection Services,Result,RMS query,Quarterly,2016
FIRE,8300,6764,Percent of multi-family residential fires confined to room of origin,0,4PRV,Emergency Prevention,4PLN,Engineering and Inspection Services,Result,"RMS reports on structure fires filed by officers downloaded into SPSS. Records with missing data are exported into Excel for hand-coding, based on narratives and other information in report, and then merged back into SPSS file for further processing.  Structure fires are defined as fires with NFIRS incident type of 100 -123.  Multifamily residences include apartments, condos, and townhouses (NFIRs property use=429).",Quarterly,2016
